,ReviewID,Page Type,Full Text,Rating,Segments
10114,10115,review,"I bought this as an attractive alternative to the rubberized watch band that came with my Apple watch. This worked great, and looks great too!",5,"['I bought this as an attractive alternative to the rubberized watch band', 'that came with my Apple watch . This', 'worked great ,', 'and looks great too !']"
10370,10371,review,"Love my Apple Watch and how it keeps me motivated to stay fit, reminds me to take a moment to breathe and monitors my heart health. It's dope!",5,"['Love my Apple Watch and how it keeps me motivated to stay fit ,', 'reminds me to take a moment to breathe and monitors my heart health .', ""It 's dope !""]"
11109,11110,review,Quick charge on your phone. Uses your existing watch charger so think about that as you buy this if you will need another Apple Watch charger.,5,"['Quick charge on your phone . Uses your existing watch charger so think', 'about that', 'as you buy this', 'if you will need another Apple Watch charger .']"
11309,11310,review,"My kid loves it. I got it for her for Christmas. It was between this or an apple watch, I'd figured she'd use this more often. She was stoked!",5,"['My kid loves it .', 'I got it for her for Christmas .', 'It was between this or an apple watch ,', ""I 'd figured"", ""she 'd use this more often ."", 'She was stoked !']"
11504,11505,review,Great Product I've had my Apple Watch for a longtime and has held up nice so I got my daughter one for graduation gift she's gonna be so happy,5,"['Great Product', ""I 've had my Apple Watch for a longtime"", 'and has held up nice', 'so I got my daughter one for graduation gift', ""she 's gon na be so happy""]"
11603,11604,review,I love my new Fitbit charge 4. Took me a few days to get use to it since I a Fitbit altra for about 10 years. But I am glad I made the switch.,5,"['I love my new Fitbit charge 4 . Took me a few days', 'to get use', 'to it since I a Fitbit altra for about 10 years .', 'But I am', 'glad I made the switch .']"
11983,11984,review,Got the watch for my fiancé. She absolutely loves it. It's Apple Fitness + compatible. Very easy to use. Was really cheap for a Apple Watch .,5,"['Got the watch for my fiancé .', 'She absolutely loves it .', ""It 's Apple Fitness + compatible . Very easy to use ."", 'Was really cheap for a Apple Watch .']"
12014,12015,review,Bought this adapter to use with my Apple Watch because Apple no longer provides power adapters with their products. Works as I expected it to.,5,"['Bought this adapter to use with my Apple Watch', 'because Apple no longer provides power adapters with their products . Works', 'as I expected it to .']"
12173,12174,review,Love my Apple Watch. Nice up grade from my Series 2 Apple Watch. I like that the watch face stays on all the time instead of going on and off.,5,"['Love my Apple Watch . Nice up grade from my Series 2 Apple Watch .', 'I like that the watch face stays on all the time', 'instead of going on and off .']"
12354,12355,review,Series 3 is a great way to get introduced to the Apple Watch family at an affordable price. Functionally is good and this is the perfect size.,5,"['Series 3 is a great way', 'to get introduced to the Apple Watch family at an affordable price .', 'Functionally is good', 'and this is the perfect size .']"
12592,12593,review,Hello Best Buy I love my Apple Watch series 3 38mm watch it keep me busy with my workout. Reminder and i love so much I'm happy that I got it.,5,"['Hello Best Buy I love my Apple Watch series 3 38mm watch', 'it keep me busy with my workout . Reminder and i love', ""so much I 'm happy"", 'that I got it .']"
12771,12772,review,"Bought the watch for a christmas present for my son, he loved it. This is the second apple watch he has owned. Will definitely be buying more.",5,"['Bought the watch for a christmas present for my son ,', 'he loved it .', 'This is the second apple watch', 'he has owned .', 'Will definitely be buying more .']"
12945,12946,review,I absolutely love my Apple Watch. I waited a while before getting my first one and I wish I had not. It has made normal things so much easier.,5,"['I absolutely love my Apple Watch .', 'I waited a while', 'before getting my first one and I wish', 'I had not .', 'It has made normal things so much easier .']"
13046,13047,review,Love this watch. Gave it as a gift and the recipient loves it. Hard for her to take it off. It's a great entry level/first Apple Watch to own.,5,"['Love this watch . Gave it as a gift and the recipient loves it .', 'Hard for her to take it off .', ""It 's a great entry level/first Apple Watch to own .""]"
13054,13055,review,Purchased this for my son for Christmas. He loves it!! It's a perfect fit for his smaller wrist. The Apple Watch has so many great features.,5,"['Purchased this for my son for Christmas .', 'He loves it ! !', 'It ' s a perfect fit for his smaller wrist .', 'The Apple Watch has so many great features .']"
13065,13066,review,"This is only the second Apple Watch band she's tried, but my wife said it's more comfortable than the sport band that came with her watch.",5,"['This is only the second Apple Watch band', 'she ' s tried ,', 'but my wife said', 'it ' s more comfortable than the sport band', 'that came with her watch .']"
13069,13070,review,This at least keeps the cable for the Apple Watch out of sight. The three other USB ports work fine even when all are in use at the same time.,5,"['This at least keeps the cable for the Apple Watch out of sight .', 'The three other USB ports work fine', 'even when all are in use at the same time .']"
13266,13267,review,Love the strap. It add more class to your apple watch and make people turn heads. You will not be disappointed on investing on this accessory.,5,"['Love the strap . It add more class', 'to your apple watch', 'and make people turn heads .', 'You will not be disappointed on investing on this accessory .']"
13709,13710,review,Love this watch. Looks so much nicer than an Apple Watch. Apple Watch has it beat on software though. Great watch if you have a Samsung phone.,5,"['Love this watch . Looks so much nicer than an Apple Watch .', 'Apple Watch has it beat on software though . Great watch', 'if you have a Samsung phone .']"
14103,14104,review,Bought this as a gift and heard good things about it. I like that it has a decent battery life while has almost all features in a Apple Watch.,5,"['Bought this as a gift and heard good things about it .', 'I like', 'that it has a decent battery life', 'while has almost all features in a Apple Watch .']"
14844,14845,review,My son loves his Apple Watch! He wears it everywhere he goes. He loves the apps that he can get on it! Apple always makes the best technology!,5,"['My son loves his Apple Watch ! He wears', 'it everywhere he goes .', 'He loves the apps', 'that he can get on it !', 'Apple always makes the best technology !']"
15421,15422,review,I love my Apple Watch 1! It's still going strong and is helping me keep track of my steps which helps me earn employee health cash incentives.,5,"['I love my Apple Watch 1 !', ""It 's still going strong"", 'and is helping me keep track of my steps', 'which helps me earn employee health cash incentives .']"
16251,16252,review,I have been using Apple Watch 3 so far and this is surly upgrade to that. Have some new features and activity tracking. Bigger than mine 38 mm,5,"['I have been using Apple Watch 3 so far', 'and this is surly upgrade to that .', 'Have some new features and activity tracking . Bigger than mine 38 mm']"
16895,16896,review,Had the Fitbit Versa prior to this and it worked for 3 days. Only told the time but tracked everything on-line. This one has been much better.,5,"['Had the Fitbit Versa prior to this', 'and it worked for 3 days .', 'Only told the time but tracked everything on-line . This one has been much better .']"
17260,17261,review,"Oh yea, I wear it literally every single day!!!! I love buying different color bands to go with my outfits!!! So in love with this Apple Watch",5,"['Oh yea , I wear', 'it literally every single day ! ! ! !', 'I love buying different color bands', 'to go with my outfits ! ! !', 'So in love with this Apple Watch']"
