,Unnamed: 0,Unnamed: 0.1,ReviewID,Page Type,Full Text,Rating,Segments,Hedonic Motivation,Connectivity Support,Customizability,Perceived Ease of Use,Appeal,Perceived Value,Perceived Usefulness,Device Quality,Credibility Support
772,772,33477,33478,review,"i am really enjoying the new apple watch. i switched from samsung, so it took a little getting use to, but i like it and it works well so far.",5,"[ ' i am really enjoying the new apple watch . ' , ' i switched from samsung , ' , 'so it took a little getting use to , ' , 'but i like it ' , 'and it work well so far . ' ]",0,0,0,0,0,0,0,0,0
773,773,35434,35435,review,long lasting battery charge on this watch. great watch to have. tried an apple watch which turned out to be too complicated to set up and use.,5,"[ 'long lasting battery charge on this watch . ' , 'great watch to have . tried an apple watch ' , 'which turned out to be too complicated ' , 'to set up and use . ' ]",0,0,0,0,0,0,0,1,0
774,774,35705,35706,review,"this apple watch is a savior, my mom felt to the floor wasn't able to respond . the apple watch called 911 and emergency arrive to her home.",5,"[ 'this apple watch is a savior , ' , 'my mom felt to the floor wasn ' t ' , 'able to respond . ' , 'the apple watch ' , 'called 911 and emergency arrive to her home . ' ]",0,0,0,0,0,0,0,0,0
776,776,1985,1986,review,i had to return it- it wouldn't charge two phones at the same time or if i charged my apple watch it wouldn't charge my phone at the same time.,1,"[ ' i had to return it- ' , `` it would n't charge two phone at the same time '' , 'or if i charged my apple watch ' , `` it would n't charge my phone at the same time . '' ]",0,0,0,0,0,0,0,0,0
777,777,2588,2589,review,having an apple watch with only gps was a waste of money. i returned this within a couple days. it didn't have a much of a reach on it as told.,2,"[ 'having an apple watch with only gps wa a waste of money . ' , ' i returned this within a couple day . ' , `` it did n't have a much of a reach '' , 'on it a told . ' ]",0,0,0,0,0,0,0,0,0
779,779,3384,3385,review,the parts are outdated and not nearly as smooth as an apple watch. there are many other android watches that easily beat this watch no problem.,2,"[ 'the part are outdated ' , 'and not nearly a smooth a an apple watch . there are many other android watch ' , 'that easily beat this watch no problem . ' ]",0,0,0,0,0,0,0,0,0
781,781,4182,4183,review,"bought one, then realized it would replace my apple watch , but it didn't come on so i returned it . if it had worked might have given it a try",3,"[ 'bought one , ' , 'then realized ' , 'it would replace my apple watch , ' , `` but it did n't come on so '' , ' i returned it . ' , 'if it had worked might have given it a try ' ]",0,0,0,0,0,0,0,0,0
782,782,4747,4748,review,"basic charge cable for apple watch. i always thought it cost more than it should, but that's on apple not beat buy. works as promised though.",3,"[ 'basic charge cable for apple watch . ' , ' i always thought ' , 'it cost more than it should , ' , 'but that ' s on apple not beat buy . work ' , 'as promised though . ' ]",0,0,0,0,0,0,0,0,0
783,783,5792,5793,review,it has a quality feel with many health features. its battery last several days without recharge making it a good value against the apple watch.,4,"[ 'it ha a quality feel with many health feature . ' , 'its battery last several day ' , 'without recharge making it a good value against the apple watch . ' ]",0,0,0,0,0,0,0,1,0
784,784,5902,5903,review,i got this apple watch on special. it good but just not enough space. last update i had to delete everything just to get enough space to update,4,"[ ' i got this apple watch on special . ' , 'it good but just not enough space . ' , 'last update i had to delete everything just to get enough space ' , 'to update ' ]",0,0,0,0,0,0,0,0,0
786,786,6379,6380,review,"only drawback is no voice chat availability like the apple watch. it's really good for tracking fitness, steps and previewing emails and texts.",4,"[ 'only drawback is no voice chat availability like the apple watch . ' , `` it 's really good for tracking fitness , step and previewing email and text . '' ]",0,0,0,0,0,0,1,0,0
789,789,7316,7317,review,love my apple watch! the only annoying thing is that i can never update it without having to reset it due to low memory space. easy fix though!,4,"[ 'love my apple watch ! the only annoying thing is that i can never update it ' , 'without having to reset it due to low memory space . easy fix though ! ' ]",0,0,0,0,0,0,0,0,0
790,790,8001,8002,review,so far so good! it's only been a month. i had a best buy associate install it on my apple watch 7 series and it has worked as described so far.,4,"[ `` so far so good ! it 's only been a month . `` , ' i had a best buy associate install it on my apple watch 7 series ' , 'and it ha worked ' , 'as described so far . ' ]",0,0,0,0,0,0,0,0,0
791,791,9563,9564,review,"i purchase the fitbit charge 3 on jan 14, 2020. it'doesn't light it's screen nor register on my android phone. i'm not sure if it can be fixed.",5,"[ `` i purchase the  on jan 14 , 2020 . it'does n't light it 's screen nor register on my android phone . `` , `` i 'm not sure '' , 'if it can be fixed . ' ]",0,0,0,0,0,0,0,0,0
792,792,9680,9681,review,"this is so much better than fitbit charge 3. it's a better feel on the wrist and it looks slicker. so far, i'm really happy i purchased it.",5,"[ 'this is so much better than  . ' , 'it ' s a better feel on the wrist ' , 'and it look slicker . ' , 'so far , ' , ' i ' m really happy ' , ' i purchased it . ' ]",1,0,0,0,1,0,0,0,0
793,793,10024,10025,review,"i'm enjoying my apple watch. \ni work in an environment where i can't have my actual phone near, and it helps me to be able to communicate.",5,"[ ' i ' m enjoying my apple watch . \\ni work in an environment ' , 'where i can ' t have my actual phone near , ' , 'and it help me to be able to communicate . ' ]",0,0,0,0,0,0,0,0,0
794,794,10284,10285,review,my husband love this gift. he thinks he have an apple watch. i told him in his dreams but he said it's great for him and satisfies his needs.,5,"[ 'my husband love this gift . ' , 'he think ' , 'he have an apple watch . ' , ' i told him in his dream ' , 'but he said ' , 'it ' s great for him and satisfies his need . ' ]",0,0,0,0,0,0,0,0,0
797,797,11104,11105,review,my wife loves this apple watch and i love my apple watch also she uses her watch everyday. she loves that it can be used with her i phone also.,5,"[ 'my wife love this apple watch ' , 'and i love my apple watch also she us her watch everyday . ' , 'she love ' , 'that it can be used with her i phone also . ' ]",0,0,0,0,0,0,0,0,0
798,798,11539,11540,review,"this bag is perfect for traveling. it fits my three usb port plug, apple watch charger, airpods, cord for phone charging, and cord for airpods.",5,"[ 'this bag is perfect for traveling . ' , 'it fit my three usb port plug , apple watch charger , airpods , cord for phone charging , and cord for airpods . ' ]",0,0,0,0,0,0,0,0,0
800,800,12160,12161,review,"love my apple watch! i had a fitbit for years and enjoyed it, but it does not compare to the capabilities of the apple watch. worth every cent.",5,"[ 'love my apple watch ! ' , ' i had a fitbit for year ' , 'and enjoyed it , ' , 'but it doe not compare to the capability of the apple watch . ' , 'worth every cent . ' ]",0,0,0,0,0,0,0,0,0
802,802,12682,12683,review,bought this apple watch for my daughter's birthday and she uses it everyday!! she has improved on her fitness goals thanks to the fitness apps!,5,"[ `` bought this apple watch for my daughter 's birthday '' , 'and she us it everyday ! ! ' , 'she ha improved on her fitness goal thanks to the fitness apps ! ' ]",0,0,0,0,0,0,1,0,0
804,804,13721,13722,review,"this is another nike/apple watch sport band. they are more breathable than the standard apple sport band, so your wrist doesn't feel as sweaty.",5,"[ 'this is another nike/apple watch sport band . ' , 'they are more breathable than the standard apple sport band , ' , `` so your wrist doe n't feel a sweaty . '' ]",0,0,0,0,0,0,0,0,0
806,806,14233,14234,review,this apple watch magnetic charging cable works very well and is slick to use. i would recommend this product to anyone that has an apple watch.,5,"[ 'this apple watch magnetic charging cable work very well ' , 'and is slick to use . ' , ' i would recommend this product ' , 'to anyone ' , 'that ha an apple watch . ' ]",0,0,0,0,0,0,0,0,0
808,808,14777,14778,review,"love the color, first new apple watch. never thought i would have much use for it and i love the feature of picking up calls with out my phone.",5,"[ 'love the color , first new apple watch . ' , 'never thought ' , ' i would have much use for it ' , 'and i love the feature ' , 'of picking up call with out my phone . ' ]",0,0,0,0,1,0,0,0,0
809,809,15338,15339,review,it looks exactly like apple watch. tracking my fitness properly. it will also give call notifications which is cool. battery is going well too.,5,"[ 'it look exactly like apple watch . tracking my fitness properly . it will also give call notification ' , 'which is cool . battery ' , 'is going well too . ' ]",0,0,0,0,1,0,0,0,0
810,810,15394,15395,review,"i've been an apple watch owner since the series 2 came out. i love that when i get real stressed, it reminds to take deep breaths to calm down!",5,"[ `` i 've been an apple watch owner '' , 'since the series 2 came out . ' , ' i love ' , 'that ' , 'when i get real stressed , ' , 'it reminds to take deep breath to calm down ! ' ]",0,0,0,0,0,0,0,0,0
812,812,15843,15844,review,great for charging apple watch. connects to macbook pro for quick charging when no available usb or electric outlet available. charges quickly.,5,"[ 'great for charging apple watch . connects to macbook pro for quick charging ' , 'when no available usb or electric outlet available . charge quickly . ' ]",0,0,0,0,0,0,0,0,0
813,813,16593,16594,review,this is a really nice watch.i like that it has a similar style to the apple watch but it's fraction of the price.it has a lot of functionality.,5,"[ 'this is a really nice watch.i like ' , 'that it ha a similar style to the apple watch ' , `` but it 's fraction of the price.it ha a lot of functionality . '' ]",0,0,0,0,0,1,0,0,0
814,814,16759,16760,review,"so easy to install. love being able to control it with siri, my phone, and my apple watch. love the geofencing feature. definitely a good buy!!",5,"[ 'so easy to install . love being able to control it with siri , my phone , and my apple watch . love the geofencing feature . definitely a good buy ! ! ' ]",0,0,0,1,0,0,0,0,0
815,815,16902,16903,review,the fitbit inspire is much easier for me to wear than the bracelet style trackers. it's great for counting my steps and keeping me motivated!,5,"[ 'the fitbit inspire is much easier for me to wear than the bracelet style tracker . ' , 'it ' s great for counting my step ' , 'and keeping me motivated ! ' ]",0,0,0,0,0,0,0,0,0
817,817,17142,17143,review,wear my apple watch all day everyday aside from quick charge once a day. absolutely no complaints and since i've gotten one i wouldn't go back.,5,"[ 'wear my apple watch all day everyday aside from quick charge once a day . absolutely no complaint ' , `` and since i 've gotten one '' , `` i would n't go back . '' ]",0,0,0,0,0,0,0,1,0
