,Unnamed: 0,ReviewID,Page Type,Full Text,Rating,SegmentedReview,SegmentedReview_processed_reviews,Hedonic Motivation,Connectivity Support,Customizability,Perceived Ease of Use,Appeal,Perceived Value,Perceived Usefulness,Device Quality,Credibility Support
724,24836,24837,review,love my fitbit versa 2. regularly check my mileage and floors. track my weight daily,5,"""love my fitbit versa 2 .', 'regularly check my mileage and floor .', 'track my weight daily""","`` love my fitbit versa 2 . ' , 'regularly check my mileage and floor . ' , 'track my weight daily ''",0,0,0,0,0,0,0,0,0
725,25801,25802,review,"it big enough to hold my ipad, 2 cell phones, apple watch, the watch stand and power cords",5,"""it big enough to hold my ipad , 2 cell phone , apple watch , the watch stand and power cord""","`` it big enough to hold my ipad , 2 cell phone , apple watch , the watch stand and power cord ''",0,0,0,0,0,0,0,0,0
726,25810,25811,review,i have had a fitbit inspire for some time. decided it was time to buy one for my wife,5,"""i have had a fitbit inspire for some time .', 'decided it wa time', 'to buy one for my wife""","`` i have had a fitbit inspire for some time . ' , 'decided it wa time ' , 'to buy one for my wife ''",0,0,0,0,0,0,0,0,0
727,26509,26510,review,i finally broke down & purchased my first apple watch. i\u2019m extremely happy with it.,5,"""i finally broke down &', 'purchased my first apple watch .', 'i'm extremely happy with it .""","`` i finally broke down & ' , 'purchased my first apple watch . ' , ' i 'm extremely happy with it . ''",1,0,0,0,0,0,0,0,0
728,26517,26518,review,love it was a fitbit user and my daughter suggest the apple watch and was well worth it,5,"""love it wa a fitbit user and my daughter suggest', 'the apple watch and wa well worth', 'it""","`` love it wa a fitbit user and my daughter suggest ' , 'the apple watch and wa well worth ' , 'it ''",0,0,0,0,0,0,0,0,0
729,26616,26617,review,i have enjoyed my garmin forerunner. i've had it over a year and use it every day.,5,"""i have enjoyed my garmin forerunner .', ""i 've had it over a year"", 'and use it every day .""","`` i have enjoyed my garmin . ' , `` i 've had it over a year '' , 'and use it every day . ''",0,0,0,0,0,0,0,0,0
730,27624,27625,review,i liove my apple watch. great for reading emails and calculating my physical activity,5,"""i liove my apple watch .', 'great for reading email', 'and calculating my physical activity""","`` i liove my apple watch . ' , 'great for reading email ' , 'and calculating my physical activity ''",0,0,0,0,0,0,0,0,0
731,27663,27664,review,"you can dress up, or down your apple watch. i love it sleek design and heavy duty.",5,"""you can dress up ,', 'or down your apple watch .', 'i love it sleek design and heavy duty .""","`` you can dress up , ' , 'or down your apple watch . ' , ' i love it sleek design and heavy duty . ''",0,0,0,0,1,0,0,0,0
734,28120,28121,review,i wanted an extra apple watch for after work since i work in health care. works well,5,"""i wanted an extra apple watch for after work', 'since i work in health care .', 'works well""","`` i wanted an extra apple watch for after work ' , 'since i work in health care . ' , 'works well ''",0,0,0,0,0,0,0,0,0
735,28736,28737,review,"if you cannot afford an apple watch etc, i would totally suggest buying this bad boy.",5,"""if you can not afford an apple watch etc ,', 'i would totally suggest buying this bad boy .""","`` if you can not afford an apple watch etc , ' , ' i would totally suggest buying this bad boy . ''",0,0,0,0,0,0,0,0,0
736,28828,28829,review,enjoying the larger screen on this version. i would be lost without my apple watch.,5,"""enjoying the larger screen on this version .', 'i would be lost', 'without my apple watch .""","`` enjoying the larger screen on this version . ' , ' i would be lost ' , 'without my apple watch . ''",0,0,0,0,0,0,0,0,0
737,29692,29693,review,apple watch is one of the best apple products i have had. battery life is excellent!,5,"""apple watch is one of the best apple product', 'i have had .', 'battery life is excellent !""","`` apple watch is one of the best apple product ' , ' i have had . ' , 'battery life is excellent ! ''",0,0,0,0,0,0,0,1,0
739,29775,29776,review,had fitbit charge 3 previously....love this charge 4 even more! extra features are great.,5,"""had fitbit charge 3 previously ... .', 'love this charge 4 even more !', 'extra are great .""","`` had fitbit charge 3 previously ... . ' , 'love this charge 4 even more ! ' , 'extra are great . ''",0,0,0,0,0,0,0,1,0
740,30166,30167,review,gift from my mom. inexpensive. super lightweight. nothing like an apple watch.,5,"""gift from my mom .', 'inexpensive .', 'super lightweight .', 'nothing like an apple watch .""","`` gift from my mom . ' , 'inexpensive . ' , 'super lightweight . ' , 'nothing like an apple watch . ''",0,0,0,0,0,0,0,0,0
741,30228,30229,review,works great and it connects to my phone just like an apple watch or galaxy watch would!,5,"""works great', 'and it connects to my phone just like an apple watch or galaxy watch would !""","`` work great ' , 'and it connects to my phone just like an apple watch or galaxy watch would ! ''",0,0,0,0,0,0,0,0,0
742,30282,30283,review,"great price. sleek and powerful, not my first apple watch, probably not my last one.",5,"""great price .', 'sleek and powerful , not my first apple watch , probably not my last one .""","`` great price . ' , 'sleek and powerful , not my first apple watch , probably not my last one . ''",0,0,0,0,0,1,0,0,0
743,30410,30411,review,got the new apple watch to track my workouts. like all the heath feature that they included.,5,"""got the new apple watch', 'to track my workout .', 'like all the heath that they included .""","`` got the new apple watch ' , 'to track my workout . ' , 'like all the heath that they included . ''",0,0,0,0,0,0,0,0,0
744,30747,30748,review,got this apple watch for a birthday gift to my middle kid-adult! i think she likes it,5,"""got this apple watch for a birthday gift to my middle kid-adult !', 'i think', 'she like it""","`` got this apple watch for a birthday gift to my middle kid-adult ! ' , ' i think ' , 'she like it ''",0,0,0,0,0,0,0,0,0
745,30763,30764,review,in love with my apple watch i plan to purchase one for my sufficient other for christmas,5,"""in love with my apple watch i plan', 'to purchase one for my sufficient other for christmas""","`` in love with my apple watch i plan ' , 'to purchase one for my sufficient other for christmas ''",0,0,0,0,0,0,0,0,0
746,30799,30800,review,i enjoy the apple watch. it is dependable but the battery life does not last that long.,5,"""i enjoy the apple watch .', 'it is dependable but the battery life doe not last that long .""","`` i enjoy the apple watch . ' , 'it is dependable but the battery life doe not last that long . ''",1,0,0,0,0,0,0,0,0
747,30816,30817,review,i love my new apple watch. helps me in multiple ways. wish i had bought one sooner.,5,"""i love my new apple watch .', 'helps me in multiple way .', 'wish i had bought one sooner .""","`` i love my new apple watch . ' , 'helps me in multiple way . ' , 'wish i had bought one sooner . ''",0,0,0,0,0,0,0,0,0
748,31069,31070,review,perfecto i have had my apple watch for a short period of time but love every min of it .,5,"""perfecto i have had my apple watch for a short period of time', 'but love every min of it .""","`` perfecto i have had my apple watch for a short period of time ' , 'but love every min of it . ''",0,0,0,0,0,0,0,0,0
749,31376,31377,review,i love my apple watch. the battery life is still holding up strong after months of use.,5,"""i love my apple watch .', 'the battery life is still holding up strong after month of use .""","`` i love my apple watch . ' , 'the battery life is still holding up strong after month of use . ''",0,0,0,0,0,0,0,1,0
